ENTREZID	ENSEMBL	SYMBOL	GENENAME
94180	ENSMUSG00000032281	Acsbg1	acyl-CoA synthetase bubblegum family member 1
621603	ENSMUSG00000075296	Aldh3b2	aldehyde dehydrogenase 3 family, member B2
14257	ENSMUSG00000020357	Flt4	FMS-like tyrosine kinase 4
100504464	ENSMUSG00000051832	E230016K23Rik	RIKEN cDNA E230016K23 gene
627081	ENSMUSG00000072479	Xlr5b	X-linked lymphocyte-regulated 5B
320614	ENSMUSG00000097622	A330033J07Rik	RIKEN cDNA A330033J07 gene
246177	ENSMUSG00000020437	Myo1g	myosin IG
245050	ENSMUSG00000038233	Fam198a	family with sequence similarity 198, member A
94227	ENSMUSG00000067780	Pi15	peptidase inhibitor 15
170483	ENSMUSG00000035745	Grin3b	glutamate receptor, ionotropic, NMDA3B
100504278	NA	2810402E24Rik	RIKEN cDNA 2810402E24 gene
50780	ENSMUSG00000059810	Rgs3	regulator of G-protein signaling 3
78779	ENSMUSG00000033594	Spata2l	spermatogenesis associated 2-like
215456	ENSMUSG00000046338	Gpat2	glycerol-3-phosphate acyltransferase 2, mitochondrial
112422	ENSMUSG00000066000	Zfp979	zinc finger protein 979
63872	ENSMUSG00000011267	Zfp296	zinc finger protein 296
100042198	ENSMUSG00000105402	Gm3716	predicted gene 3716
381002	ENSMUSG00000115240	Gm5144	predicted gene 5144
237754	ENSMUSG00000040283	Btnl9	butyrophilin-like 9
20389	ENSMUSG00000022097	Sftpc	surfactant associated protein C
15951	ENSMUSG00000073489	Ifi204	interferon activated gene 204
320707	ENSMUSG00000031376	Atp2b3	ATPase, Ca++ transporting, plasma membrane 3
74548	ENSMUSG00000055748	Gsdmc4	gasdermin C4
68808	ENSMUSG00000085457	1110046J04Rik	RIKEN cDNA 1110046J04 gene
75286	NA	4930549G23Rik	RIKEN cDNA 4930549G23 gene
70484	ENSMUSG00000033114	Slc35d2	solute carrier family 35, member D2
14563	ENSMUSG00000038259	Gdf5	growth differentiation factor 5
13733	ENSMUSG00000004730	Adgre1	adhesion G protein-coupled receptor E1
545975	ENSMUSG00000030510	Cers3	ceramide synthase 3
668894	ENSMUSG00000079051	Gm14025	predicted gene 14025
70348	ENSMUSG00000032415	Ube2cbp	ubiquitin-conjugating enzyme E2C binding protein
22036	ENSMUSG00000032586	Traip	TRAF-interacting protein
240873	ENSMUSG00000066755	Tnfsf18	tumor necrosis factor (ligand) superfamily, member 18
59095	ENSMUSG00000066705	Fxyd6	FXYD domain-containing ion transport regulator 6
17305	ENSMUSG00000018169	Mfng	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
13730	ENSMUSG00000030208	Emp1	epithelial membrane protein 1
19870	ENSMUSG00000064984	Snord73a	small nucleolar RNA, C/D box U73A
668489	NA	Gm9199	glycine cleavage system protein H (aminomethyl carrier) pseudogene
70059	ENSMUSG00000021263	Degs2	delta(4)-desaturase, sphingolipid 2
216643	ENSMUSG00000020159	Gabrp	gamma-aminobutyric acid (GABA) A receptor, pi
381633	ENSMUSG00000070858	Gm1673	predicted gene 1673
171531	ENSMUSG00000026303	Mlph	melanophilin
100217444	NA	Snord65	small nucleolar RNA, C/D box 65
74309	ENSMUSG00000020435	Osbp2	oxysterol binding protein 2
434179	ENSMUSG00000069727	Zfp975	zinc finger protein 975
20391	ENSMUSG00000001508	Sgca	sarcoglycan, alpha (dystrophin-associated glycoprotein)
107522	ENSMUSG00000022842	Ece2	endothelin converting enzyme 2
107522	ENSMUSG00000115219	Ece2	endothelin converting enzyme 2
107522	ENSMUSG00000115293	Ece2	endothelin converting enzyme 2
373852	ENSMUSG00000074782	4833422C13Rik	RIKEN cDNA 4833422C13 gene
328516	NA	Gm20555	predicted gene, 20555
268465	ENSMUSG00000039055	Eme1	essential meiotic structure-specific endonuclease 1
56370	ENSMUSG00000022658	Tagln3	transgelin 3
101533	ENSMUSG00000047884	Klk9	kallikrein related-peptidase 9
12981	ENSMUSG00000018916	Csf2	colony stimulating factor 2 (granulocyte-macrophage)
19152	ENSMUSG00000057729	Prtn3	proteinase 3
192113	ENSMUSG00000022229	Atp12a	ATPase, H+/K+ transporting, nongastric, alpha polypeptide
68236	ENSMUSG00000070708	Gtsf1l	gametocyte specific factor 1-like
23863	ENSMUSG00000053226	Dand5	DAN domain family member 5, BMP antagonist
214523	ENSMUSG00000032091	Tmprss4	transmembrane protease, serine 4
96935	ENSMUSG00000038576	Susd4	sushi domain containing 4
353237	ENSMUSG00000102697	Pcdhac2	protocadherin alpha subfamily C, 2
214111	ENSMUSG00000034452	Slc24a1	solute carrier family 24 (sodium/potassium/calcium exchanger), member 1
12516	ENSMUSG00000025163	Cd7	CD7 antigen
276829	ENSMUSG00000045667	Smtnl2	smoothelin-like 2
232854	ENSMUSG00000034538	Zfp418	zinc finger protein 418
231162	ENSMUSG00000062329	Cytl1	cytokine-like 1
100504175	NA	Gm20100	predicted gene, 20100
109163	NA	3010003L21Rik	RIKEN cDNA 3010003L21 gene
20259	ENSMUSG00000002565	Scin	scinderin
30805	ENSMUSG00000020334	Slc22a4	solute carrier family 22 (organic cation transporter), member 4
217217	ENSMUSG00000034768	Asb16	ankyrin repeat and SOCS box-containing 16
72125	ENSMUSG00000021986	Amer2	APC membrane recruitment 2
18173	ENSMUSG00000026177	Slc11a1	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1
100504139	NA	NA	NA
17005	ENSMUSG00000027297	Ltk	leukocyte tyrosine kinase
106722	ENSMUSG00000073414	Mpig6b	megakaryocyte and platelet inhibitory receptor G6b
213436	ENSMUSG00000047686	Rtl3	retrotransposon Gag like 3
24110	ENSMUSG00000030107	Usp18	ubiquitin specific peptidase 18
75311	ENSMUSG00000005131	4930550C14Rik	RIKEN cDNA 4930550C14 gene
768271	NA	BE949265	cDNA sequence BE949265
69165	ENSMUSG00000065987	Cd209b	CD209b antigen
277343	ENSMUSG00000070533	Wfdc8	WAP four-disulfide core domain 8
72690	ENSMUSG00000050105	Grrp1	glycine/arginine rich protein 1
16847	ENSMUSG00000057722	Lepr	leptin receptor
219114	ENSMUSG00000021965	Ska3	spindle and kinetochore associated complex subunit 3
93837	ENSMUSG00000025592	Dach2	dachshund family transcription factor 2
74430	ENSMUSG00000021747	4930452B06Rik	RIKEN cDNA 4930452B06 gene
12768	ENSMUSG00000025804	Ccr1	chemokine (C-C motif) receptor 1
18126	ENSMUSG00000020826	Nos2	nitric oxide synthase 2, inducible
14168	ENSMUSG00000031137	Fgf13	fibroblast growth factor 13
100217437	NA	Snord99	small nucleolar RNA, C/D box 99
71208	ENSMUSG00000045928	4933440M02Rik	RIKEN cDNA 4933440M02 gene
328967	ENSMUSG00000045094	Arhgef37	Rho guanine nucleotide exchange factor (GEF) 37
235283	ENSMUSG00000040111	Gramd1b	GRAM domain containing 1B
66443	ENSMUSG00000044469	Tnfaip8l1	tumor necrosis factor, alpha-induced protein 8-like 1
69553	ENSMUSG00000074577	Ripor3	RIPOR family member 3
100504230	NA	AU020206	expressed sequence AU020206
17381	ENSMUSG00000049723	Mmp12	matrix metallopeptidase 12
433111	ENSMUSG00000097727	F630040K05Rik	RIKEN cDNA F630040K05 gene
387220	ENSMUSG00000065444	Mir27a	microRNA 27a
100302601	ENSMUSG00000077734	Snord83b	small nucleolar RNA, C/D box 83B
100039674	ENSMUSG00000074149	Gm10634	predicted gene 10634
269295	ENSMUSG00000050896	Rtn4rl2	reticulon 4 receptor-like 2
70719	ENSMUSG00000035697	Arhgap45	Rho GTPase activating protein 45
272465	ENSMUSG00000038457	Tmem255b	transmembrane protein 255B
11722	ENSMUSG00000074264	Amy1	amylase 1, salivary
60594	ENSMUSG00000054083	Capn12	calpain 12
225655	ENSMUSG00000024530	Prelid3a	PRELI domain containing 3A
100503871	NA	4833432E10Rik	RIKEN cDNA 4833432E10 gene
210104	ENSMUSG00000056592	Zfp658	zinc finger protein 658
71532	ENSMUSG00000070476	Fam217b	family with sequence similarity 217, member B
67350	NA	1700084E18Rik	RIKEN cDNA 1700084E18 gene
75729	ENSMUSG00000042564	Fam227a	family with sequence similarity 227, member A
16184	ENSMUSG00000026770	Il2ra	interleukin 2 receptor, alpha chain
14065	ENSMUSG00000050147	F2rl3	coagulation factor II (thrombin) receptor-like 3
244416	ENSMUSG00000046794	Ppp1r3b	protein phosphatase 1, regulatory subunit 3B
13170	ENSMUSG00000059824	Dbp	D site albumin promoter binding protein
100034251	ENSMUSG00000069792	Wfdc17	WAP four-disulfide core domain 17
71924	ENSMUSG00000019845	Tube1	epsilon-tubulin 1
13599	ENSMUSG00000026247	Ecel1	endothelin converting enzyme-like 1
170742	ENSMUSG00000055200	Sertad3	SERTA domain containing 3
403202	ENSMUSG00000067577	A430093F15Rik	RIKEN cDNA A430093F15 gene
100526474	ENSMUSG00000092741	Mir3074-1	microRNA 3074-1
56773	ENSMUSG00000031952	Chst5	carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 5
57340	ENSMUSG00000025318	Jph3	junctophilin 3
237716	ENSMUSG00000043999	Gpr75	G protein-coupled receptor 75
268934	ENSMUSG00000063239	Grm4	glutamate receptor, metabotropic 4
381270	ENSMUSG00000039372	March4	membrane-associated ring finger (C3HC4) 4
66569	ENSMUSG00000061666	Gdpd1	glycerophosphodiester phosphodiesterase domain containing 1
93835	ENSMUSG00000021278	Amn	amnionless
100382	NA	AW011738	expressed sequence AW011738
100125586	ENSMUSG00000043897	Vmn2r2	vomeronasal 2, receptor 2
214931	ENSMUSG00000025738	Fbxl16	F-box and leucine-rich repeat protein 16
14632	ENSMUSG00000025407	Gli1	GLI-Kruppel family member GLI1
245368	ENSMUSG00000031079	Zfp300	zinc finger protein 300
235956	ENSMUSG00000069208	Zfp825	zinc finger protein 825
236930	ENSMUSG00000051220	Ercc6l	excision repair cross-complementing rodent repair deficiency complementation group 6 like
16185	ENSMUSG00000068227	Il2rb	interleukin 2 receptor, beta chain
67311	ENSMUSG00000053916	Nanp	N-acetylneuraminic acid phosphatase
58238	ENSMUSG00000051515	Fam181b	family with sequence similarity 181, member B
319940	ENSMUSG00000085440	Sorbs2os	sorbin and SH3 domain containing 2, opposite strand
54563	ENSMUSG00000030091	Nup210	nucleoporin 210
16948	ENSMUSG00000024529	Lox	lysyl oxidase
79456	ENSMUSG00000033762	Recql4	RecQ protein-like 4
664969	ENSMUSG00000082260	Gm7429	predicted pseudogene 7429
12038	ENSMUSG00000027792	Bche	butyrylcholinesterase
67304	ENSMUSG00000074635	3110070M22Rik	RIKEN cDNA 3110070M22 gene
22229	ENSMUSG00000032942	Ucp3	uncoupling protein 3 (mitochondrial, proton carrier)
12045	ENSMUSG00000089929	Bcl2a1b	B cell leukemia/lymphoma 2 related protein A1b
21818	ENSMUSG00000027401	Tgm3	transglutaminase 3, E polypeptide
18413	ENSMUSG00000058755	Osm	oncostatin M
17173	ENSMUSG00000009248	Ascl2	achaete-scute family bHLH transcription factor 2
74015	ENSMUSG00000070000	Fcho1	FCH domain only 1
319189	ENSMUSG00000105827	Hist2h2bb	histone cluster 2, H2bb
233057	ENSMUSG00000050855	Zfp940	zinc finger protein 940
109225	ENSMUSG00000024672	Ms4a7	membrane-spanning 4-domains, subfamily A, member 7
101744	ENSMUSG00000037469	Acp7	acid phosphatase 7, tartrate resistant
242702	ENSMUSG00000037139	Myom3	myomesin family, member 3
432770	ENSMUSG00000074824	Rslcan18	regulator of sex-limitation candidate 18
100502598	NA	NA	NA
108653	ENSMUSG00000040649	Rimklb	ribosomal modification protein rimK-like family member B
224224	ENSMUSG00000035270	Impg2	interphotoreceptor matrix proteoglycan 2
19116	ENSMUSG00000005268	Prlr	prolactin receptor
70113	ENSMUSG00000047394	Odf3b	outer dense fiber of sperm tails 3B
224116	ENSMUSG00000035638	Muc20	mucin 20
52480	ENSMUSG00000100826	Snhg14	small nucleolar RNA host gene 14
13411	ENSMUSG00000018581	Dnah11	dynein, axonemal, heavy chain 11
100417514	ENSMUSG00000074206	Adh6b	alcohol dehydrogenase 6B (class V)
269643	ENSMUSG00000029120	Ppp2r2c	protein phosphatase 2, regulatory subunit B, gamma
216119	ENSMUSG00000033126	Ybey	ybeY metallopeptidase
100861924	NA	NA	NA
66479	ENSMUSG00000052075	1700029F12Rik	RIKEN cDNA 1700029F12 gene
94176	ENSMUSG00000020143	Dock2	dedicator of cyto-kinesis 2
70284	NA	2310040G07Rik	RIKEN cDNA 2310040G07 gene
66957	ENSMUSG00000026327	Serpinb11	serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 11
100041085	ENSMUSG00000071335	Mfsd4b3	major facilitator superfamily domain containing 4B3
231602	ENSMUSG00000029503	P2rx2	purinergic receptor P2X, ligand-gated ion channel, 2
58243	ENSMUSG00000055430	Nap1l5	nucleosome assembly protein 1-like 5
11304	ENSMUSG00000028125	Abca4	ATP-binding cassette, sub-family A (ABC1), member 4
100861780	NA	NA	NA
271639	ENSMUSG00000026567	Adcy10	adenylate cyclase 10
11806	ENSMUSG00000032083	Apoa1	apolipoprotein A-I
258278	ENSMUSG00000051793	Olfr284	olfactory receptor 284
100217461	ENSMUSG00000077704	Snord89	small nucleolar RNA, C/D box 89
666145	ENSMUSG00000085861	Armh2	armadillo-like helical domain containing 2
237558	ENSMUSG00000034057	Myrfl	myelin regulatory factor-like
235345	ENSMUSG00000032057	4833427G06Rik	RIKEN cDNA 4833427G06 gene
15245	ENSMUSG00000064325	Hhip	Hedgehog-interacting protein
76161	ENSMUSG00000027270	Lamp5	lysosomal-associated membrane protein family, member 5
328424	ENSMUSG00000046168	Kcnrg	potassium channel regulator
211739	ENSMUSG00000048834	Vstm2a	V-set and transmembrane domain containing 2A
13384	ENSMUSG00000052373	Mpp3	membrane protein, palmitoylated 3 (MAGUK p55 subfamily member 3)
70405	ENSMUSG00000063130	Calml3	calmodulin-like 3
109202	ENSMUSG00000056735	A930024E05Rik	RIKEN cDNA A930024E05 gene
217480	ENSMUSG00000036095	Dgkb	diacylglycerol kinase, beta
15483	ENSMUSG00000016194	Hsd11b1	hydroxysteroid 11-beta dehydrogenase 1
100503945	NA	NA	NA
77558	ENSMUSG00000097166	9330179D12Rik	RIKEN cDNA 9330179D12 gene
11450	ENSMUSG00000022878	Adipoq	adiponectin, C1Q and collagen domain containing
20304	ENSMUSG00000035042	Ccl5	chemokine (C-C motif) ligand 5
11602	ENSMUSG00000027460	Angpt4	angiopoietin 4
387208	ENSMUSG00000065590	Mir212	microRNA 212
80979	ENSMUSG00000029015	Slc26a5	solute carrier family 26, member 5
432999	NA	A930007A09Rik	RIKEN cDNA A930007A09 gene
213469	ENSMUSG00000033595	Lgi3	leucine-rich repeat LGI family, member 3
26438	ENSMUSG00000003505	Psg18	pregnancy specific glycoprotein 18
214305	ENSMUSG00000021260	Hhipl1	hedgehog interacting protein-like 1
238384	ENSMUSG00000041771	Slc24a4	solute carrier family 24 (sodium/potassium/calcium exchanger), member 4
66601	ENSMUSG00000020839	Tmigd1	transmembrane and immunoglobulin domain containing 1
380977	ENSMUSG00000097915	A330009N23Rik	RIKEN cDNA A330009N23 gene
17123	ENSMUSG00000020310	Madcam1	mucosal vascular addressin cell adhesion molecule 1
632971	ENSMUSG00000092164	Rergl	RERG/RAS-like
216799	ENSMUSG00000032691	Nlrp3	NLR family, pyrin domain containing 3
69034	ENSMUSG00000095789	Nupr1l	nuclear protein transcriptional regulator 1 like
240239	ENSMUSG00000042816	Gpr151	G protein-coupled receptor 151
100217428	ENSMUSG00000065272	Snord57	small nucleolar RNA, C/D box 57
26434	ENSMUSG00000027338	Prnd	prion like protein doppel
83492	ENSMUSG00000079025	Gsdmc	gasdermin C
16364	ENSMUSG00000021356	Irf4	interferon regulatory factor 4
18631	ENSMUSG00000030545	Pex11a	peroxisomal biogenesis factor 11 alpha
58860	ENSMUSG00000022057	Adamdec1	ADAM-like, decysin 1
78849	ENSMUSG00000084960	B430010I23Rik	RIKEN cDNA B430010I23 gene
223915	ENSMUSG00000063661	Krt73	keratin 73
71869	ENSMUSG00000059956	Serpinb12	serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 12
100503982	NA	Gm19998	predicted gene, 19998
18014	ENSMUSG00000048904	Neurog1	neurogenin 1
19051	ENSMUSG00000002930	Ppp1r17	protein phosphatase 1, regulatory subunit 17
497097	ENSMUSG00000051951	Xkr4	X-linked Kx blood group related 4
666501	NA	Gm8137	predicted gene 8137
72632	ENSMUSG00000094500	Smim18	small integral membrane protein 18
18829	ENSMUSG00000094686	Ccl21a	chemokine (C-C motif) ligand 21A (serine)
18857	ENSMUSG00000052468	Pmp2	peripheral myelin protein 2
54634	ENSMUSG00000031147	Magix	MAGI family member, X-linked
26448	ENSMUSG00000056458	Mok	MOK protein kinase
108030	ENSMUSG00000019906	Lin7a	lin-7 homolog A (C. elegans)
14744	ENSMUSG00000021886	Gpr65	G-protein coupled receptor 65
100503083	NA	Gm19544	predicted gene, 19544
16160	ENSMUSG00000004296	Il12b	interleukin 12b
237758	ENSMUSG00000048728	Zfp454	zinc finger protein 454
100504279	NA	NA	NA
381693	ENSMUSG00000029658	Wdr95	WD40 repeat domain 95
100041979	ENSMUSG00000094942	Gm3604	predicted gene 3604
75426	ENSMUSG00000035551	Igfbpl1	insulin-like growth factor binding protein-like 1
104370	NA	Snora68	small nucleolar RNA, H/ACA box 68
68846	ENSMUSG00000044628	Rnf208	ring finger protein 208
14344	ENSMUSG00000055978	Fut2	fucosyltransferase 2
234267	ENSMUSG00000031517	Gpm6a	glycoprotein m6a
20745	ENSMUSG00000056222	Spock1	sparc/osteonectin, cwcv and kazal-like domains proteoglycan 1
20303	ENSMUSG00000018930	Ccl4	chemokine (C-C motif) ligand 4
100503237	NA	Gm19605	predicted gene, 19605
100316707	NA	NA	NA
71082	NA	4933416M07Rik	RIKEN cDNA 4933416M07 gene
245049	ENSMUSG00000041794	Myrip	myosin VIIA and Rab interacting protein
431706	ENSMUSG00000055341	Zfp457	zinc finger protein 457
69457	ENSMUSG00000046748	Tmem45a2	transmembrane protein 45A2
14317	ENSMUSG00000001155	Ftcd	formiminotransferase cyclodeaminase
12823	ENSMUSG00000026141	Col19a1	collagen, type XIX, alpha 1
13406	ENSMUSG00000029307	Dmp1	dentin matrix protein 1
16485	ENSMUSG00000047976	Kcna1	potassium voltage-gated channel, shaker-related subfamily, member 1
320214	ENSMUSG00000022805	Maats1	MYCBP-associated, testis expressed 1
620246	NA	Gpr52	G protein-coupled receptor 52
100039719	NA	NA	NA
380842	ENSMUSG00000063529	Stmnd1	stathmin domain containing 1
18389	ENSMUSG00000027584	Oprl1	opioid receptor-like 1
74562	ENSMUSG00000013338	Fer1l4	fer-1-like 4 (C. elegans)
100503197	ENSMUSG00000100798	Gm19589	predicted gene, 19589
27413	ENSMUSG00000027048	Abcb11	ATP-binding cassette, sub-family B (MDR/TAP), member 11
100503630	NA	Gm12002	predicted gene 12002
100861887	NA	NA	NA
214593	ENSMUSG00000068452	Duox2	dual oxidase 2
192200	ENSMUSG00000042845	Wfdc12	WAP four-disulfide core domain 12
22164	ENSMUSG00000026700	Tnfsf4	tumor necrosis factor (ligand) superfamily, member 4
77036	ENSMUSG00000008307	1700109H08Rik	RIKEN cDNA 1700109H08 gene
56223	ENSMUSG00000029707	Fscn3	fascin actin-bundling protein 3
100217469	NA	Snord91a	small nucleolar RNA, C/D box 91A
272411	ENSMUSG00000074004	B3gnt6	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6 (core 3 synthase)
69885	ENSMUSG00000078521	Aunip	aurora kinase A and ninein interacting protein
72383	ENSMUSG00000063651	Cnfn	cornifelin
217214	ENSMUSG00000048217	Nags	N-acetylglutamate synthase
216859	ENSMUSG00000001588	Acap1	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1
230806	ENSMUSG00000012123	Crybg2	crystallin beta-gamma domain containing 2
100040465	NA	NA	NA
223970	ENSMUSG00000037991	Rmi2	RecQ mediated genome instability 2
213043	ENSMUSG00000079554	Aox2	aldehyde oxidase 2
102614	ENSMUSG00000062309	Rpp25	ribonuclease P/MRP 25 subunit
78283	ENSMUSG00000041020	Map7d2	MAP7 domain containing 2
223513	ENSMUSG00000042895	Abra	actin-binding Rho activating protein
235379	ENSMUSG00000046167	Gldn	gliomedin
22326	ENSMUSG00000006270	Vax1	ventral anterior homeobox 1
381155	NA	9630014M24Rik	RIKEN cDNA 9630014M24 gene
11924	ENSMUSG00000027967	Neurog2	neurogenin 2
100505025	ENSMUSG00000108530	4930429H19Rik	RIKEN cDNA 4930429H19 gene
268595	ENSMUSG00000094910	D430019H16Rik	RIKEN cDNA D430019H16 gene
17533	ENSMUSG00000026712	Mrc1	mannose receptor, C type 1
231633	ENSMUSG00000054675	Tmem119	transmembrane protein 119
78771	ENSMUSG00000021596	Mctp1	multiple C2 domains, transmembrane 1
238377	ENSMUSG00000047415	Gpr68	G protein-coupled receptor 68
620235	ENSMUSG00000091055	Siglec15	sialic acid binding Ig-like lectin 15
620235	ENSMUSG00000116264	Siglec15	sialic acid binding Ig-like lectin 15
71664	ENSMUSG00000025347	Mettl7b	methyltransferase like 7B
100217417	ENSMUSG00000065336	Snora34	small nucleolar RNA, H/ACA box 34
243369	ENSMUSG00000029797	Sspo	SCO-spondin
75084	ENSMUSG00000086607	4930511M06Rik	RIKEN cDNA 4930511M06 gene
22637	ENSMUSG00000026117	Zap70	zeta-chain (TCR) associated protein kinase
100504361	NA	Gm14230	predicted gene 14230
100038599	ENSMUSG00000074517	Gm10710	predicted gene 10710
14728	ENSMUSG00000062593	Lilrb4a	leukocyte immunoglobulin-like receptor, subfamily B, member 4A
14728	ENSMUSG00000112148	Lilrb4a	leukocyte immunoglobulin-like receptor, subfamily B, member 4A
20725	ENSMUSG00000026315	Serpinb8	serine (or cysteine) peptidase inhibitor, clade B, member 8
381077	ENSMUSG00000071202	Ccdc78	coiled-coil domain containing 78
18436	ENSMUSG00000020787	P2rx1	purinergic receptor P2X, ligand-gated ion channel, 1
18559	ENSMUSG00000020553	Pctp	phosphatidylcholine transfer protein
226143	ENSMUSG00000025197	Cyp2c23	cytochrome P450, family 2, subfamily c, polypeptide 23
65086	ENSMUSG00000036832	Lpar3	lysophosphatidic acid receptor 3
100040654	NA	Gm2885	predicted gene 2885
14127	ENSMUSG00000058715	Fcer1g	Fc receptor, IgE, high affinity I, gamma polypeptide
66901	ENSMUSG00000031445	Proz	protein Z, vitamin K-dependent plasma glycoprotein
108832	ENSMUSG00000044364	Tmem74b	transmembrane protein 74B
215866	NA	Gm29673	predicted gene, 29673
57776	ENSMUSG00000030428	Ttyh1	tweety family member 1
399548	ENSMUSG00000046480	Scn4b	sodium channel, type IV, beta
100043676	NA	Gm4583	predicted gene 4583
100503802	NA	Gm10419	predicted gene 10419
545902	ENSMUSG00000035429	Ptprh	protein tyrosine phosphatase, receptor type, H
66727	ENSMUSG00000024973	Hrasls5	HRAS-like suppressor family, member 5
330355	ENSMUSG00000052861	Dnah6	dynein, axonemal, heavy chain 6
214779	ENSMUSG00000044296	Zfp879	zinc finger protein 879
75104	ENSMUSG00000039533	Mmd2	monocyte to macrophage differentiation-associated 2
20302	ENSMUSG00000000982	Ccl3	chemokine (C-C motif) ligand 3
11522	ENSMUSG00000074207	Adh1	alcohol dehydrogenase 1 (class I)
626055	NA	Gm15645	predicted gene 15645
231253	ENSMUSG00000054598	9130230L23Rik	RIKEN cDNA 9130230L23 gene
67261	ENSMUSG00000043833	2900005J15Rik	RIKEN cDNA 2900005J15 gene
74362	ENSMUSG00000027867	Spag17	sperm associated antigen 17
70911	ENSMUSG00000037747	Phyhipl	phytanoyl-CoA hydroxylase interacting protein-like
100503109	NA	Gm16059	predicted gene 16059
100503407	NA	NA	NA
320500	ENSMUSG00000046593	Tmem215	transmembrane protein 215
16409	ENSMUSG00000030786	Itgam	integrin alpha M
234542	ENSMUSG00000048617	Rtbdn	retbindin
12273	ENSMUSG00000049130	C5ar1	complement component 5a receptor 1
16411	ENSMUSG00000030789	Itgax	integrin alpha X
52882	ENSMUSG00000021719	Rgs7bp	regulator of G-protein signalling 7 binding protein
210801	ENSMUSG00000063626	Unc5d	unc-5 netrin receptor D
225594	ENSMUSG00000068606	Gm4841	predicted gene 4841
99586	ENSMUSG00000033308	Dpyd	dihydropyrimidine dehydrogenase
100504577	NA	NA	NA
100504589	NA	Gm11454	predicted gene 11454
406217	ENSMUSG00000047844	Bex4	brain expressed X-linked 4
68393	ENSMUSG00000012187	Mogat1	monoacylglycerol O-acyltransferase 1
11839	ENSMUSG00000029378	Areg	amphiregulin
620248	NA	NA	NA
664609	ENSMUSG00000079639	Rhox4a	reproductive homeobox 4A
14131	ENSMUSG00000059498	Fcgr3	Fc receptor, IgG, low affinity III
70357	ENSMUSG00000053519	Kcnip1	Kv channel-interacting protein 1
73656	ENSMUSG00000079419	Ms4a6c	membrane-spanning 4-domains, subfamily A, member 6C
66673	ENSMUSG00000063434	Sorcs3	sortilin-related VPS10 domain containing receptor 3
320453	ENSMUSG00000086552	Dlx4os	distal-less homeobox 4, opposite strand
94226	ENSMUSG00000045087	S1pr5	sphingosine-1-phosphate receptor 5
210027	ENSMUSG00000057060	Slc35f3	solute carrier family 35, member F3
